Service Approval Number,Service Name,Provider ID,Provider Name,Provider Management Type,Managing Jurisdiction,Service Type,Approval Date,Address Line 1,Address Line 2,Suburb/Town,Postcode,Address State,Service email,Service phone number,Provider Address,Provider Suburb,Overall Rating
SE-40013362,Deutsche Schule Melbourne Inc,PR-40012547,Deutsche Schule Melbourne Inc,Independent schools,VIC,Centre-Based Care,2018/6/25,138 Barkly St,,FITZROY NORTH,3068,VIC,barbara.walsh@dsm.org.au,394899364,138 Barkly St,FITZROY NORTH,Working Towards NQS
SE-40013371,Robinvale Preschool Centre,PR-00002502,Young Mens Christian Association Of Ballarat Inc,Private not for profit community managed,VIC,Centre-Based Care,2019/5/1,88 George St,,ROBINVALE,3549,VIC,robinvale.kin@kindergarten.vic.gov.au,343111504,PO Box 321,BALLARAT,Meeting NQS
SE-40013384,Kalianna OSHC,PR-40019067,Interchange Loddon Mallee Region Inc.,Private not for profit other organisations,VIC,Centre-Based Care,2018/7/10,Kalianna Special School,48-68 Prouses Rd,NORTH BENDIGO,3550,VIC,oshc@interchangelm.org.au,354411599,127 Mitchell St,BENDIGO,Exceeding NQS
SE-40013400,Kiewa Valley Kids,PR-40014411,Kiewa Valley Kids Pty Ltd,Private for profit,VIC,Centre-Based Care,2018/7/13,6 Huon Rd,,TANGAMBALANGA,3691,VIC,info@kiewavalleykids.com.au,409979407,1279 Kiewa Valley Highway,KIEWA,Meeting NQS
SE-40013495,Younique Early Learning Centre,PR-40004936,Yaya & Co Pty Ltd,Private for profit,VIC,Centre-Based Care,2019/1/4,36 Heritage Dr,,NARRE WARREN SOUTH,3805,VIC,youniqueelc@gmail.com,97058739,36 Heritage Dr,NARRE WARREN SOUTH,Meeting NQS
SE-40013506,Happy Hippo Childcare Annadale,PR-40015022,Happy Hippo Childcare Annadale Pty Ltd ATF Happy Hippo Childcare Annadale Trust,Private for profit,VIC,Centre-Based Care,2019/1/15,3 Enderby Dr,,MICKLEHAM,3064,VIC,annadale@happyhippo.net.au,385605400,16 Solent Cres,TAYLORS LAKES,Meeting NQS
SE-40013543,St Mary's Mt Evelyn TheirCare,PR-40011145,TheirCare Pty Ltd,Private for profit,VIC,Centre-Based Care,2018/7/17,St Marys School,58-60 Clegg Rd,MOUNT EVELYN,3796,VIC,stmarysmtevelyn@theircare.com.au,1300072410,Level 8 1341,CHADSTONE,Meeting NQS
SE-40013546,St Andrews Beach Kindergarten,PR-00008902,Gabrielle Stepic,Private for profit,VIC,Centre-Based Care,2018/12/12,99 Bass Meadows Boulevard,,ST ANDREWS BEACH,3941,VIC,standrewsbeachkinder@gmail.com,405159295,99 Bass Meadows Blvd,ST ANDREWS BEACH,Working Towards NQS
SE-40013559,Altona Early Years Hub,PR-00001947,Early Childhood Management Services Inc,Private not for profit community managed,VIC,Centre-Based Care,2018/12/17,103B Grieve Parade,,ALTONA,3018,VIC,altonahub@ecms.org.au,393150295,PO Box 182,NORTHCOTE,Meeting NQS
SE-40013607,Greenwood Officer,PR-00000898,G8 Education Limited,Private for profit,VIC,Centre-Based Care,2019/1/14,5 Damon Street,,OFFICER,3809,VIC,officer@greenwood.com.au,359257881,PO Box 515,VARSITY LAKES,Meeting NQS
SE-40013666,Kelly Club OSHC Oscar Romero Primary School,PR-40002637,KELLY CLUB AUSTRALIA PTY LTD ATF KELLY CLUB AUSTRALIA UNIT TRUST,Private for profit,VIC,Centre-Based Care,2018/10/3,1 Mackillop St,,CRAIGIEBURN,3064,VIC,jeff@kellysports.com.au,401021581,PO Box 71,MOONEE VALE,Meeting NQS
SE-40013729,Prodigy Early Learning Wyndham Vale,PR-40015620,TYMC PTY LTD ATF TYMC Unit Trust,Private for profit,VIC,Centre-Based Care,2018/10/29,2 Ribblesdale Avenue,,WYNDHAM VALE,3024,VIC,prodigywyndhamvale@gmail.com,397410007,107 Saronvale Cres,HILLSIDE,Meeting NQS
SE-40013757,TeamKids - Kerrimuir Primary,PR-40002234,Team Holiday Pty Ltd,Private for profit,VIC,Centre-Based Care,2018/8/27,178 Dorking Road,,BOX HILL NORTH,3129,VIC,info@teamkids.com.au,1300035000,1b 273/275 Wickham Road,MOORABBIN,Meeting NQS
SE-40013882,Greenwood Notting Hill,PR-00000898,G8 Education Limited,Private for profit,VIC,Centre-Based Care,2019/5/24,16 Ferntree Place,,NOTTING HILL,3168,VIC,nottinghill@greenwood.com.au,395589027,PO Box 515,VARSITY LAKES,Meeting NQS
SE-40013883,Minaret Early Learning Centre,PR-00002074,Minaret College Inc,Independent schools,VIC,Centre-Based Care,2018/12/3,71 Whitworth Ave,,SPRINGVALE,3171,VIC,elc.springvale@minaret.vic.edu.au,395408970,36-38 Lewis Street,SPRINGVALE,Meeting NQS
SE-40013893,Nino Early Learning Adventures - Lalor,PR-40016291,KIDSCARE OPERATIONS PTY LTD,Private for profit,VIC,Centre-Based Care,2019/5/16,53 Mosaic Dr,,LALOR,3075,VIC,lalor@ninoELA.com.au,390868850,480 Swan Street,RICHMOND,Meeting NQS
SE-40013909,Shine Bright Kunawaa Kindergarten,PR-40012078,SHINE BRIGHT EYM,Private not for profit other organisations,VIC,Centre-Based Care,2018/10/1,Swan Hill Primary School,123-163 Gray St,SWAN HILL,3585,VIC,michelle.mckerrow@shinebright.org.au,350323600,10 Merino Ct,EAST BENDIGO,Exceeding NQS
SE-40013942,Harrietville Bush Kinder,PR-40016689,Harrietville Primary School Council,State/Territory government schools,VIC,Centre-Based Care,2019/1/17,165 Great Alpine Rd,,HARRIETVILLE,3741,VIC,harrietville.ps@edumail.vic.gov.au,357592533,165 Great Alpine Rd,HARRIETVILLE,Exceeding NQS
SE-40013978,Evolve Early Learning and Kindergarten,PR-40009285,C.L SAVAGE & J.L TIDD,Private for profit,VIC,Centre-Based Care,2019/1/29,189-195 Torquay Rd,,GROVEDALE,3216,VIC,jordan@schoolsupportservices.com.au,434939529,L 6,SOUTH YARRA,Working Towards NQS
SE-40014032,Elements Child Care and Early Learning Centre Warralily,PR-40001285,Elements Learning Pty Ltd,Private for profit,VIC,Centre-Based Care,2018/11/29,2113-2115 Warralily Bvd,,ARMSTRONG CREEK,3217,VIC,Tegan@elementschildcare.com.au,352641857,2,SOUTH GEELONG,Meeting NQS
SE-40014049,East Preston Islamic College Early Learning Centre,PR-40016550,East Preston Islamic College Limited,Independent schools,VIC,Centre-Based Care,2019/2/1,55-57 Tyler Street,,EAST PRESTON,3072,VIC,neza@epic.vic.edu.au,394783323,55-57 Tyler St,PRESTON,Working Towards NQS
SE-40014102,Papilio Early Learning Essendon,PR-40001112,Affinity Education Group Limited,Private for profit,VIC,Centre-Based Care,2019/1/29,333 Keilor Rd,,ESSENDON,3040,VIC,compliance@affinityeducation.com.au,393516817,GPO Box 440,BRISBANE,Working Towards NQS
SE-40014116,Highton Preschool,PR-00001533,Bethany Kindergarten Services Limited,Private not for profit other organisations,VIC,Centre-Based Care,2019/1/22,74 Belle Vue Ave,,HIGHTON,3216,VIC,highton.kin@kindergarten.vic.gov.au,352431135,16 Ballarat Road,HAMLYN HEIGHTS,Exceeding NQS
SE-40014154,Camp Australia - St Ita’s Primary School - Drouin OSHC,PR-00002539,Camp Australia Pty Limited,Private for profit,VIC,Centre-Based Care,2018/9/14,50 Victoria St,,DROUIN,3818,VIC,opsadmin@campaustralia.com.au,452246982,1731 Malvern Rd,GLEN IRIS,Meeting NQS
SE-40014174,Barrymore Early Learning,PR-40002599,MyCentre Childcare Pty Ltd,Private for profit,VIC,Centre-Based Care,2019/2/5,11 Barrymore Rd,,GREENVALE,3059,VIC,barrymore2019@gmail.com,383133071,51 Arncliffe Bvd,GREENVALE,Meeting NQS
SE-40014188,Officer School TheirCare,PR-40011145,TheirCare Pty Ltd,Private for profit,VIC,Centre-Based Care,2018/9/21,Officer Specialist School,3 Parker St,OFFICER,3809,VIC,officer@theircare.com.au,488488238,Level 8 1341,CHADSTONE,Working Towards NQS
SE-40014205,Knight Street Multi Age Learning,PR-00002019,Knight Street Preschool & Child Care Centre Pty Ltd,Private for profit,VIC,Centre-Based Care,2018/10/31,Shepparton East Primary School,15 School Rd,SHEPPARTON EAST,3631,VIC,info@kscc.net.au,358318911,164 Knight Street,SHEPPARTON,Working Towards NQS
SE-40014230,Yarrabah PS TheirCare,PR-40011145,TheirCare Pty Ltd,Private for profit,VIC,Centre-Based Care,2018/9/21,15-23 Mill St,,ASPENDALE,3195,VIC,yarrabah@theircare.com.au,476004524,Level 8 1341,CHADSTONE,Exceeding NQS
SE-40014243,Guardian Childcare & Education Blackburn South,PR-00000823,Guardian Community Early Learning Centres Pty Ltd,Private for profit,VIC,Centre-Based Care,2019/5/27,50-52 Blackburn Rd,,BLACKBURN,3130,VIC,BlackburnSouth@guardian.edu.au,388203977,PO Box 20,Bondi Junction,Meeting NQS
SE-40014244,Goodstart Early Learning Epping,PR-00001129,Goodstart Early Learning Ltd,Private not for profit other organisations,VIC,Centre-Based Care,2019/4/4,Pacific Epping Shopping Centre,,EPPING,3076,VIC,epx@goodstart.org.au,394083214,PO Box 568,CANNON HILL,Meeting NQS
SE-40014255,Big Childcare - Hume Anglican Donnybrook OSHC,PR-40004334,Big Childcare Pty Ltd ATF Big Childcare Unit Trust,Private for profit,VIC,Centre-Based Care,2018/12/3,Hume Anglican Grammar - Donnybrook Campus,Hayes Hill Boulevard,DONNYBROOK,3064,VIC,donnybrook@bigchildcare.com,03 8682 9400,PO Box 343,NIDDRIE,Meeting NQS
SE-40014256,Nino Early Learning Adventures - Saratoga,PR-40016291,KIDSCARE OPERATIONS PTY LTD,Private for profit,VIC,Centre-Based Care,2019/3/22,30 Tackle Drive,,POINT COOK,3026,VIC,melinda@ninoELA.com.au,03 9111 8150,480 Swan Street,RICHMOND,Meeting NQS
SE-40014257,Only About Children Balwyn North,PR-00004699,Only About Children Pty Ltd,Private for profit,VIC,Centre-Based Care,2019/1/21,135 Greythorn Rd,,BALWYN NORTH,3104,VIC,balwynnorth@oac.edu.au,385295000,"Building A, Level 3",ST LEONARDS,Meeting NQS
SE-40014347,Wild Cherry Kindergarten,PR-40017597,EAST GIPPSLAND STEINER EDUCATION GROUP INC.,Independent schools,VIC,Centre-Based Care,2019/2/1,28 McKean St,,BAIRNSDALE,3875,VIC,kindergarten@wildcherry.vic.edu.au,351521966,PO Box 416,BAIRNSDALE,Exceeding NQS
SE-40014388,Frankston House Sanctuary of Early Learning,PR-40017265,C & N Investments No. 3 Pty. Ltd.,Private for profit,VIC,Centre-Based Care,2018/11/23,1-3 Vera St,,FRANKSTON,3199,VIC,info@frankstonhouse.com.au,397831117,76 River St,SOUTH YARRA,Meeting NQS
SE-40014419,Children's Montessori Centre,PR-00009097,CHILDREN'S MONTESSORI CENTRE PTY. LTD.,Private for profit,VIC,Centre-Based Care,2019/1/23,1-9 Hellyer Way,,ENDEAVOUR HILLS,3802,VIC,childrensmontessoricentre@gmail.com,413181697,7 Honeyeater Grove,NARRE WARREN,Meeting NQS
SE-40014480,Armstrong Creek East Children's Centre,PR-00002149,Child & Family Care Network,Private not for profit community managed,VIC,Centre-Based Care,2019/1/29,46-70 Central Bvd,,ARMSTRONG CREEK,3217,VIC,armstrongcreekeastcc@bestchance.org.au,352921160,U A2  254 Canterbury Rd,BAYSWATER NORTH,Meeting NQS
SE-40014484,Bright beginnings learning centre wodonga Pty Ltd,PR-40012213,Bright Beginnings Learning Centre Wodonga Pty Ltd,Private for profit,VIC,Centre-Based Care,2019/1/18,143 Victoria Cross Pde,,WODONGA,3690,VIC,Wodonga@brightbeginningslc.com.au,1300516622,8 Mimosa St,BEXLEY,Meeting NQS
SE-40014485,Wodonga West PS TheirCare,PR-40011145,TheirCare Pty Ltd,Private for profit,VIC,Centre-Based Care,2018/10/29,Wodonga West Primary,230 Lawrence St,WODONGA,3690,VIC,wodongawest@theircare.com.au,447007044,Level 8 1341,CHADSTONE,Meeting NQS
SE-40014494,Kids House Early Learning Cheltenham,PR-40017112,Kids House Early Learning Pty Ltd,Private for profit,VIC,Centre-Based Care,2019/3/1,329-345 Bay Road,,CHELTENHAM,3192,VIC,cheltenham@shel.edu.au,9553 9974,57 Old Cleveland Rd,STONES CORNER,Meeting NQS
SE-40014548,TeamKids - Casey Grammar,PR-40002234,Team Holiday Pty Ltd,Private for profit,VIC,Centre-Based Care,2018/10/31,Casey Grammar School,3 New Holland Dr,CRANBOURNE EAST,3977,VIC,info@teamkids.com.au,1300035000,1b 273/275 Wickham Road,MOORABBIN,Meeting NQS
SE-40014551,SDS OSHC,PR-40019067,Interchange Loddon Mallee Region Inc.,Private not for profit other organisations,VIC,Centre-Based Care,2019/2/1,Bendigo Special Development School,26-32 Lockwood Rd,KANGAROO FLAT,3555,VIC,oshc@interchangelm.org.au,354411599,127 Mitchell St,BENDIGO,Exceeding NQS
SE-40014560,"TRY Beveridge Children, Youth and Families Centre",PR-00001879,TRY AUSTRALIA CHILDREN'S SERVICES,Private not for profit community managed,VIC,Centre-Based Care,2019/1/30,Crn Lithgow Street and Mandalay Circuit,,BEVERIDGE,3753,VIC,beveridge@try.org.au,387337352,"Rear, 1st Floor",Mt Waverley,Meeting NQS
SE-40014565,Sth Melb Park PS TheirCare,PR-40011145,TheirCare Pty Ltd,Private for profit,VIC,Centre-Based Care,2018/12/12,29,Albert Park Drive,ALBERT PARK,3206,VIC,sthmelbpark@theircare.com.au,,Level 8 1341,CHADSTONE,Working Towards NQS
SE-40014567,Wyndham Christian College TheirCare,PR-40011145,TheirCare Pty Ltd,Private for profit,VIC,Centre-Based Care,2019/1/31,416-438 Ballan Rd,,WYNDHAM VALE,3024,VIC,wyndhamcc@theircare.com.au,447000482,Level 8 1341,CHADSTONE,Meeting NQS
SE-40014572,BEGINNINGS EARLY LEARNERS,PR-40017528,J and M Early Learning Pty Ltd,Private for profit,VIC,Centre-Based Care,2018/12/20,2 Mia St,,ALFREDTON,3350,VIC,mrenouf@live.com.au,343139881,2 Mia St,ALFREDTON,Working Towards NQS
SE-40014584,YARRAMAN OAKS PRIMARY KINDERGARTEN,PR-00001938,YARRAMAN KINDERGARTEN INCORPORATED,Private not for profit community managed,VIC,Centre-Based Care,2019/1/24,Yarraman Oaks Primary School,27 Liege Ave,NOBLE PARK,3174,VIC,yarraman.cc@kindergarten.vic.gov.au,397921627,Yarraman Park Primary School,NOBLE PARK,Meeting NQS
SE-40014587,TeamKids - Ringwood North Primary,PR-40002234,Team Holiday Pty Ltd,Private for profit,VIC,Centre-Based Care,2018/11/19,172 Oban Rd,,RINGWOOD NORTH,3134,VIC,info@teamkids.com.au,1300035000,1b 273/275 Wickham Road,MOORABBIN,Meeting NQS
SE-40014594,South East Water Holiday Program CommunityOSH,PR-40011323,COMMUNITYOSH PTY LTD,Private for profit,VIC,Centre-Based Care,2019/1/9,"Level 1, 101 Wells Street",,FRANKSTON,3199,VIC,jock.j@commosh.net.au,399773000,PO Box 265,RICHMOND,Meeting NQS
SE-40014598,Kool Kidz Narre Warren,PR-40015496,EVIMERIA 88 PTY LTD ATF EVIMERIA 88 TRUST,Private for profit,VIC,Centre-Based Care,2019/2/6,17 Cranbourne Rd,,NARRE WARREN,3805,VIC,mkaravatis@hotmail.com,03 9705 1532,1st Floor,MELBOURNE,Meeting NQS
SE-40014613,Big Childcare - Glowrey Catholic PS OSHC,PR-40004334,Big Childcare Pty Ltd ATF Big Childcare Unit Trust,Private for profit,VIC,Centre-Based Care,2018/12/3,Glowrey Catholic Primary School,10 Baltrum Drive,WOLLERT,3750,VIC,glowrey@bigchildcare.com,386829400,PO Box 343,NIDDRIE,Meeting NQS
SE-40014634,Schools OUT OSHC (Holy Cross),PR-40006459,Katie Bruce,Private for profit,VIC,Centre-Based Care,2018/12/3,158 Hamilton Rd,,NEW GISBORNE,3438,VIC,schoolsout@mrshp.net,402754001,28 Gyro Cl,RIDDELLS CREEK,Meeting NQS
SE-40014655,Surrey Hills PS TheirCare,PR-40011145,TheirCare Pty Ltd,Private for profit,VIC,Centre-Based Care,2018/12/12,2 Beatrice Ave,,SURREY HILLS,3127,VIC,surreyhills@theircare.com.au,1300072410,Level 8 1341,CHADSTONE,Meeting NQS
SE-40014668,Jenny's ELC - Heathcote,PR-00007129,Strath CCC Pty Limited,Private for profit,VIC,Centre-Based Care,2019/1/29,165 High St,,HEATHCOTE,3523,VIC,darrenreid@jennyselc.com.au,344116803,99 Edwin St N,CROYDON,Meeting NQS
SE-40014683,TeamKids - Templestowe Park Primary,PR-40002234,Team Holiday Pty Ltd,Private for profit,VIC,Centre-Based Care,2018/11/12,399 Church Road,,TEMPLESTOWE,3106,VIC,info@teamkids.com.au,1300035000,1b 273/275 Wickham Road,MOORABBIN,Meeting NQS
SE-40014738,Big Childcare - Holy Trinity Catholic PS OSHC,PR-40004334,Big Childcare Pty Ltd ATF Big Childcare Unit Trust,Private for profit,VIC,Centre-Based Care,2018/12/24,145-177 Mitchells Lane,,SUNBURY,3429,VIC,holytrinity@bigchildcare.com,386829400,PO Box 343,NIDDRIE,Meeting NQS
SE-40014786,Gumboots Early Learning Sunbury,PR-40007278,Gumboots Early Learning Centre Pty Ltd ATF S & S Early Learning Group Unit Trust,Private for profit,VIC,Centre-Based Care,2018/12/13,730 Elizabeth Dr,,SUNBURY,3429,VIC,admin@gumbootselc.com.au,388665568,730 Elizabeth Dr,SUNBURY,Working Towards NQS
SE-40014815,Camp Australia - Sirius College - Keysborough OSHC,PR-00002539,Camp Australia Pty Limited,Private for profit,VIC,Centre-Based Care,2018/12/21,139 Chapel Rd,,KEYSBOROUGH,3173,VIC,opsadmin@campaustralia.com.au,428755625,1731 Malvern Rd,GLEN IRIS,Meeting NQS
SE-40014816,Swan Childcare Ringwood,PR-00002594,Loni Education Pty Ltd,Private for profit,VIC,Centre-Based Care,2019/4/2,87-89 Ringwood St,,RINGWOOD,3134,VIC,swanchildcare.ringwood@gmail.com,398702064,4 Castro Way,DERRIMUT,Working Towards NQS
SE-40014824,The Hive Early Learning Centre Torquay,PR-00002614,Al-ishraaq Pty Ltd ATF Ahsan's Family Trust,Private for profit,VIC,Centre-Based Care,2019/1/31,78-80 Beach Rd,,TORQUAY,3228,VIC,Rebecca@i9education.com.au,342412558,6 Purley Ct,HILLSIDE,Meeting NQS
SE-40014849,Villa Bambini,PR-40018086,Drake Investment Holdings Pty Ltd ATF DRAKE INVESTMENT TRUST,Private for profit,VIC,Centre-Based Care,2019/1/29,239 Foote St,,TEMPLESTOWE,3106,VIC,carmel@villabambini.com.au,398465745,239 Foote St,TEMPLESTOWE,Meeting NQS
SE-40014851,Aitken Hill PS TheirCare,PR-40011145,TheirCare Pty Ltd,Private for profit,VIC,Centre-Based Care,2018/12/27,Aitken Hill Primary School,2 Rhyolite Dr,CRAIGIEBURN,3064,VIC,aitkenhill@theircare.com.au,447712447,Level 8 1341,CHADSTONE,Meeting NQS
SE-40014859,Youth Leadership Victoria-St Philip's OSHC,PR-00002783,Youth Leadership Victoria Inc,Private not for profit community managed,VIC,Centre-Based Care,2019/1/21,60-68 Junction Rd,,BLACKBURN NORTH,3130,VIC,rita@ylv.com.au,387906511,PO Box 1144,DANDENONG,Meeting NQS
SE-40014881,Big Childcare - Pakenham PS OSHC,PR-40004334,Big Childcare Pty Ltd ATF Big Childcare Unit Trust,Private for profit,VIC,Centre-Based Care,2019/1/29,Pakenham Primary School,50 Atlantic Dr,PAKENHAM,3810,VIC,pakenham@bigchildcare.com,386829400,PO Box 343,NIDDRIE,Meeting NQS
SE-40014884,Wurruk Kindergarten,PR-40016428,WURRUK PRIMARY SCHOOL COUNCIL,State/Territory government schools,VIC,Centre-Based Care,2019/3/13,Wurruk Primary,13-19 Fisk St,WURRUK,3850,VIC,coleman.gayle.m@edumail.vic.gov.au,451442975,Wurruk Primary,WURRUK,Meeting NQS
SE-40014895,Woodlands Truganina Pty Ltd,PR-40020720,WOODLANDS TRUGANINA PTY. LTD.,Private for profit,VIC,Centre-Based Care,2019/3/4,6,451 Leakes Rd,TRUGANINA,3029,VIC,truganina@woodlandelc.com,0432 097 242,Se 14,MELBOURNE,Working Towards NQS
SE-40014904,Crib Point Early Learning Centre,PR-40017199,Crib Point Early Learning Centre Pty Ltd,Private for profit,VIC,Centre-Based Care,2019/3/7,337 Stony Point Rd,,CRIB POINT,3919,VIC,cribpointelc@hotmail.com,359836628,PO Box 292,HASTINGS,Working Towards NQS
SE-40014921,Little Yacks Childcare,PR-40017260,YACKANDANDAH BUSH NURSING HOSPITAL INC,Private not for profit other organisations,VIC,Centre-Based Care,2018/12/10,20a Isaacs Ave,,YACKANDANDAH,3749,VIC,s.ganeo@yackhealth.com.au,260280100,PO Box 24,YACKANDANDAH,Meeting NQS
SE-40014967,Parktone PS TheirCare,PR-40011145,TheirCare Pty Ltd,Private for profit,VIC,Centre-Based Care,2018/12/24,47,Robert St,PARKDALE,3195,VIC,parktone@theircare.com.au,477031480,Level 8 1341,CHADSTONE,Meeting NQS
SE-40014968,Camp Australia - Eaglehawk North Primary School OSHC,PR-00002539,Camp Australia Pty Limited,Private for profit,VIC,Centre-Based Care,2018/12/21,Darcey Street,,EAGLEHAWK,3556,VIC,opsadmin@campaustralia.com.au,437325517,1731 Malvern Rd,GLEN IRIS,Meeting NQS
SE-40014984,Inverloch OSHClub,PR-40004402,OSHCLUB PTY LTD,Private for profit,VIC,Centre-Based Care,2019/1/23,Bayview Ave,,INVERLOCH,3996,VIC,jagvicsa@junioradventuresgroup.com.au,428539330,"Suite 2, Level 1",CAMBERWELL,Meeting NQS
SE-40014988,Elysium OSHC - Bittern,PR-40017143,ELYSIUM BRANDS PTY. LTD.,Private for profit,VIC,Centre-Based Care,2019/1/21,Bittern Primary School,10 Portsmouth Rd,BITTERN,3918,VIC,bittern@elysiumoshc.com.au,,83 Strong Drive,HAMPTON PARK,Meeting NQS
SE-40014989,Elysium OSHC - Mahogany Rise,PR-40017143,ELYSIUM BRANDS PTY. LTD.,Private for profit,VIC,Centre-Based Care,2019/1/21,Mahogany Rise Primary School,Forster Avenue,FRANKSTON NORTH,3200,VIC,mahoganyrise@elysiumoshc.com.au,,83 Strong Drive,HAMPTON PARK,Meeting NQS
SE-40014993,Kids House Early Learning Lynbrook,PR-40009453,Story House Early Learning No 1 Pty Ltd,Private for profit,VIC,Centre-Based Care,2019/1/24,10-12 Northey Rd,,LYNBROOK,3975,VIC,lynbrook@shel.edu.au,387687564,PO Box 32,CANNON HILL,Meeting NQS
SE-40015001,Your Place Early Learning Centre,PR-40018068,Your Place Early Learning Centre Pty Ltd AFT Your Place Early Learning Centre Trust,Private for profit,VIC,Centre-Based Care,2019/1/31,296 Glen Eira Rd,,ELSTERNWICK,3185,VIC,ranit1@bigpond.com,395286967,755 Glen Huntly Rd,CAULFIELD SOUTH,Meeting NQS
SE-40015017,YLV Don Bosco OSHC,PR-00002783,Youth Leadership Victoria Inc,Private not for profit community managed,VIC,Centre-Based Care,2019/2/1,Don Bosco Catholic Primary School,496-502 Princes Hwy,NARRE WARREN,3805,VIC,rita@ylv.com.au,412958601,PO Box 1144,DANDENONG,Meeting NQS
SE-40015019,Dohertys Creek OSHCLUB,PR-40004402,OSHCLUB PTY LTD,Private for profit,VIC,Centre-Based Care,2019/1/23,60 Elmhurst Rd,,TRUGANINA,3029,VIC,jagvicsa@junioradventuresgroup.com.au,428671093,"Suite 2, Level 1",CAMBERWELL,Exceeding NQS
SE-40015075,Camp Australia - Victory Christian College OSHC,PR-00002539,Camp Australia Pty Limited,Private for profit,VIC,Centre-Based Care,2019/1/17,6 Kairn Rd,,KENNINGTON,3550,VIC,opsadmin@campaustralia.com.au,437852600,1731 Malvern Rd,GLEN IRIS,Meeting NQS
