Service_Name,Type,Postcode,Suburb,email,phone,rating,address,location
Canterbury OSHClub,Private for profit,3126,CANTERBURY,jagvicsa@junioradventuresgroup.com.au,477023160,Meeting NQS,Molesworth Street CANTERBURY 3126 VIC,"(-37.830506, 145.0829161)"
CHILDREN'S CORNER LEARNING CENTRE,Private for profit,3136,CROYDON,LINI_OLIVIA@HOTMAIL.COM,,Meeting NQS,150 Mt Dandenong Rd CROYDON 3136 VIC,"(-37.800434, 145.27684)"
Chelsea Kindergarten,Private not for profit community managed,3196,CHELSEA,chelsea.kin@kindergarten.vic.gov.au,397722788,Meeting NQS,36 Glenola Road CHELSEA 3196 VIC,"(-38.055758, 145.122916)"
Team Holiday - Ashburton,Private for profit,3147,ASHBURTON,info@teamkids.com.au,1300035000,Meeting NQS,10 Fakenham Road ASHBURTON 3147 VIC,"(-37.8626334, 145.0836253)"
Sturt Street Early Learning,Private for profit,3350,ALFREDTON,director@sturtstreetearlylearning.com.au,353343676,Working Towards NQS,1853-1857 Sturt Street ALFREDTON 3350 VIC,"(-37.5463742, 143.795865)"
In 2 Learn Glengarry,Private for profit,3854,GLENGARRY,gipps@in2learninggippsland.com.au,490085161,Meeting NQS,42 Cairnbrook Road GLENGARRY 3854 VIC,"(-38.128151, 146.5720522)"
Paisley Park Early Learning Centre Chadstone,Private for profit,3166,HUGHESDALE,peterr@paisleypark.com.au,1800724753,Working Towards NQS,1350 Dandenong Rd HUGHESDALE 3166 VIC,"(-37.8911437, 145.0828706)"
Team Holiday - Southern Cross (Etihad Stadium),Private for profit,3008,DOCKLANDS,info@teamkids.com.au,1300035000,Meeting NQS,740 Burke Street DOCKLANDS 3008 VIC,"(-37.8164659, 144.9476383)"
Team Holiday - Aspendale Gardens,Private for profit,3195,ASPENDALE GARDENS,info@teamkids.com.au,1300035000,Meeting NQS,96 Kearney Dr ASPENDALE GARDENS 3195 VIC,"(-38.02247, 145.11676)"
Lynbrook OSHClub,Private for profit,3975,LYNBROOK,jagvicsa@junioradventuresgroup.com.au,437714270,Meeting NQS,Lynbrook Primary School 37 Paterson Dr LYNBROOK 3975 VIC,"(-38.0520289, 145.2487019)"
Little Lane Early Learning Centre - Hawthorn,Private for profit,3122,HAWTHORN,ManagerHawthorn@littlelaneelc.com.au,398188410,Meeting NQS,555 Glenferrie Rd HAWTHORN 3122 VIC,"(-37.827968, 145.034129)"
Bendigo Community Children's Services Heathcote OSHC,Private not for profit community managed,3523,HEATHCOTE,oshc_heathcote@bendigochildrensservices.com.au,435532580,Working Towards NQS,18 Pohlman St HEATHCOTE 3523 VIC,"(-36.9176363, 144.7014159)"
Story House Early Learning Springvale South,Private for profit,3172,SPRINGVALE SOUTH,springvalesouth@shel.edu.au,395409482,Meeting NQS,808-814 Heatherton Rd SPRINGVALE SOUTH 3172 VIC,"(-37.961609, 145.144291)"
Kids on Mullum Child Care Centre,Private for profit,3134,RINGWOOD,kidsonmullum@gmail.com,398707020,Meeting NQS,13-15 Mullum Mullum Rd RINGWOOD 3134 VIC,"(-37.80604599999999, 145.232338)"
Montessori Beginnings Hoppers Crossing,Private for profit,3029,HOPPERS CROSSING,hopperscrossing@mbegin.com.au,391310721,Meeting NQS,429 Sayers Rd HOPPERS CROSSING 3029 VIC,"(-37.8504617, 144.7021236)"
Bright Minds Early Learning Centre Bannockburn,Private for profit,3331,BANNOCKBURN,enquiries@brightmindsearlylearning.com.au,352921931,Meeting NQS,17 Archer Way BANNOCKBURN 3331 VIC,"(-38.0441741, 144.1642645)"
St John's Catholic School OSHC - Extend,Private for profit,3199,FRANKSTON,enquiries@extend.com.au,1300366437,Meeting NQS,1 Jayne St FRANKSTON 3199 VIC,"(-38.1466811, 145.1489439)"
Montessori Beginnings Officer,Private for profit,3809,OFFICER,officer@mbegin.com.au,390884166,Working Towards NQS,8 Upton Drive OFFICER 3809 VIC,"(-38.0562571, 145.3982558)"
Creative Learners Sunshine,Private for profit,3020,SUNSHINE,sunshine@sherpa-kids.com.au,,Working Towards NQS,Sunshine Harvester Pri School 132 Hertford Rd SUNSHINE 3020 VIC,"(-37.7834412, 144.8454506)"
Montessori Beginnings Mildura,Private for profit,3500,MILDURA,mildura@mbegin.com.au,340404204,Meeting NQS,638 Etiwanda Ave MILDURA 3500 VIC,"(-34.2132389, 142.1489386)"
Kelly Club OSHC St Thomas Primary School,Private for profit,3222,DRYSDALE,potatoshed@kellycluboshc.com.au,394842204,Meeting NQS,29 - 41 Peninsula Drive DRYSDALE 3222 VIC,"(-38.1897316, 144.5557326)"
Plenty Kids Early Learning Centre,Independent schools,3754,DOREEN,samantha.greenwood@pvcc.vic.edu.au,397177400,Working Towards NQS,Plenty Valley Christian School 840 Yan Yean Rd DOREEN 3754 VIC,"(-37.6127198, 145.1395024)"
Nido Early School Narre Warren,Private for profit,3805,NARRE WARREN SOUTH,deewr@thinkchildcare.com.au,385939435,Meeting NQS,236-238 Narre Warren-Cranbourne Rd NARRE WARREN SOUTH 3805 VIC,"(-38.0522761, 145.3023789)"
Guardian Childcare & Education Caulfield North,Private for profit,3161,CAULFIELD NORTH,CaulfieldNorth@guardian.edu.au,382025050,Meeting NQS,470 Dandenong Rd CAULFIELD NORTH 3161 VIC,"(-37.8639594, 145.0210476)"
DISCOVERY TREE EARLY LEARNING CENTRE,Private for profit,3169,CLAYTON SOUTH,info@discoverytree.com.au,395510870,Meeting NQS,543 Clayton Rd CLAYTON SOUTH 3169 VIC,"(-37.9412332, 145.1163322)"
KOOL KIDZ TARNEIT WEST,Private for profit,3029,TARNEIT,tarneitwest@koolkidzchildcare.com.au,387548653,Meeting NQS,345 Hogans Rd TARNEIT 3029 VIC,"(-37.8606983, 144.6631233)"
Rose Garden Child Care Harkaway,Private for profit,3806,BERWICK,harkaway@rosegardenchildcare.com.au,397693803,Meeting NQS,56a Harkaway Rd BERWICK 3806 VIC,"(-38.020951, 145.346062)"
Barring Djinang Kindergarten,State/Territory and Local Government managed,3006,SOUTHBANK,BarringDjinang@portphillip.vic.gov.au,392096840,Exceeding NQS,129 Ferrars St SOUTHBANK 3006 VIC,"(-37.8292136, 144.9535382)"
Bluebird Early Education South Morang,Private for profit,3752,SOUTH MORANG,kparata@oxanda.edu.au,394043039,Meeting NQS,34 McGlynn Ave SOUTH MORANG 3752 VIC,"(-37.6547696, 145.0897927)"
Big Childcare - Carlton North PS OSHC,Private for profit,3054,CARLTON NORTH,carltonnorth@bigchildcare.com,386829400,Meeting NQS,60 Lee St CARLTON NORTH 3054 VIC,"(-37.791086, 144.9729091)"
Yarragon Children's Centre,Private for profit,3823,YARRAGON,shonajeffrey@live.com,356342090,Meeting NQS,139 Princes Hwy YARRAGON 3823 VIC,"(-38.2036284, 146.0605661)"
Almost French - Teaching & Exchange South Yarra,Private for profit,3141,SOUTH YARRA,fannyphillips@hotmail.com,414456062,Exceeding NQS,30 Fitzgerald Street SOUTH YARRA 3141 VIC,"(-37.84270619999999, 144.9932406)"
Happy Hippo Kindergarten and Childcare,Private for profit,3056,BRUNSWICK,centre@happyhippo.net.au,385605400,Working Towards NQS,282 Victoria Str BRUNSWICK 3056 VIC,"(-37.76739, 144.964089)"
Nido Early School Altona Meadows,Private for profit,3028,ALTONA MEADOWS,deewr@thinkchildcare.com.au,385928077,Meeting NQS,19-21 Point Cook Rd ALTONA MEADOWS 3028 VIC,"(-37.8730256, 144.7597607)"
Ranfurly Primary School,State/Territory government schools,3500,MILDURA,ranfurly.ps@education.vic.gov.au,350221299,Working Towards NQS,Ontario Avenue MILDURA 3500 VIC,"(-34.2000074, 142.1246482)"
Montessori Beginnings Thomastown,Private for profit,3074,THOMASTOWN,thomastown@mbegin.com.au,370011468,Meeting NQS,251 Settlement Rd THOMASTOWN 3074 VIC,"(-37.6928429, 145.0290987)"
Woodlands Sunbury Pty Ltd,Private for profit,3429,SUNBURY,info@woodlandelc.com,387468157,Meeting NQS,55-57 Macedon St SUNBURY 3429 VIC,"(-37.581001, 144.73736)"
Busy Bees at Cranbourne Central,Private for profit,3977,CRANBOURNE,compliance@busybees.edu.au,03 85712120,Meeting NQS,2-8 Bendigo Court CRANBOURNE 3977 VIC,"(-38.0854281, 145.2826677)"
EPIC Holiday Camps,Private for profit,3931,MORNINGTON,ella@epicholidaycamps.com.au,,Working Towards NQS,Benton Junior College 261 Racecourse Rd MORNINGTON 3931 VIC,"(-38.2459614, 145.0601744)"
Hoppers Crossing Montessori Centre Pty Ltd,Private for profit,3029,HOPPERS CROSSING,Info@HCMontessori.com.au,8742 2349,Meeting NQS,483 Sayers Rd HOPPERS CROSSING 3029 VIC,"(-37.8498936, 144.6979207)"
Kool Kidz Brighton,Private for profit,3185,GARDENVALE,deannem@koolkidzchildcare.com.au,395966221,Meeting NQS,233 - 239 Nepean Highway GARDENVALE 3185 VIC,"(-37.8992505, 145.0066958)"
Only About Children Northcote,Private for profit,3070,NORTHCOTE,northcote@oac.edu.au,03 8529 5072,Meeting NQS,160 - 162 Victoria Road NORTHCOTE 3070 VIC,"(-37.7710576, 145.0118757)"
Only About Children Hawthorn,Private for profit,3122,HAWTHORN,hawthorn@oac.edu.au,385295019,Meeting NQS,140 - 142 Barkers Road HAWTHORN 3122 VIC,"(-37.81407799999999, 145.030146)"
Kalkee Rd Kindergarten,Private not for profit community managed,3400,HORSHAM,kalkeerd.wombat.kin@kindergarten.vic.gov.au,353829526,Meeting NQS,24-28 Kalkee Rd HORSHAM 3400 VIC,"(-36.7039034, 142.2011404)"
Team Holiday - St Kilda Park,Private for profit,3182,ST KILDA,info@teamkids.com.au,1300035000,Meeting NQS,68 Fitzroy Street ST KILDA 3182 VIC,"(-37.8579139, 144.9775333)"
Livingstone OSHClub,Private for profit,3133,VERMONT SOUTH,jagvicsa@junioradventuresgroup.com.au,422095115,Meeting NQS,Livingstone Road VERMONT SOUTH 3133 VIC,"(-37.8521898, 145.1805876)"
Precious Cargo Heatherton,Private for profit,3202,HEATHERTON,heatherton.director@preciouscargoeducation.com.au,395580655,Meeting NQS,67 Corporate Drive HEATHERTON 3202 VIC,"(-37.9493319, 145.0809821)"
Team Holiday - Chelsea Heights,Private for profit,3196,CHELSEA HEIGHTS,info@teamkids.com.au,1300035000,Meeting NQS,194 Thames Promenade CHELSEA HEIGHTS 3196 VIC,"(-38.0452348, 145.1388119)"
Nido Early School Donvale,Private for profit,3111,DONVALE,deewr@thinkchildcare.com.au,385939434,Meeting NQS,318-320 Springvale Rd DONVALE 3111 VIC,"(-37.793969, 145.179464)"
Buddies Grange Road,Private for profit,3163,GLEN HUNTLY,buddiesgrange@buddies.net.au,395636581,Meeting NQS,181 Grange Rd GLEN HUNTLY 3163 VIC,"(-37.894299, 145.045738)"
Team Holiday - Mt Eliza North,Private for profit,3930,MOUNT ELIZA,info@teamkids.com.au,1300035000,Meeting NQS,6 Moseley Drive MOUNT ELIZA 3930 VIC,"(-38.1881374, 145.1004047)"
Whiz Kidz Early Learning Centre and Preschool Delahey,Private for profit,3037,DELAHEY,delahey@whizkidz.com.au,03 9356 9907,Meeting NQS,1 Yeats Dr DELAHEY 3037 VIC,"(-37.720654, 144.7770888)"
Team Holiday - Malvern Valley,Private for profit,3145,MALVERN,info@teamkids.com.au,1300035000,Meeting NQS,Abbotsford Avenue MALVERN 3145 VIC,"(-37.8812433, 145.0825732)"
Schools OUT OSHC,Private for profit,3432,BOLINDA,schoolsout@mrshp.net,,Meeting NQS,1 Mullalys Rd BOLINDA 3432 VIC,"(-37.4332649, 144.7455367)"
Team Holiday - North Carlton,Private for profit,3054,CARLTON NORTH,info@teamkids.com.au,1300035000,Meeting NQS,280 Pigdon Street CARLTON NORTH 3054 VIC,"(-37.7827053, 144.977272)"
The Hive Early Learning Centre,Private for profit,3219,NEWCOMB,Rebecca@i9education.com.au,352486139,Meeting NQS,70-72 Portarlington Rd NEWCOMB 3219 VIC,"(-38.1596613, 144.3946393)"
Kelly Club OSHC Christ the King Primary School,Private for profit,3019,BRAYBROOK,ctk@kellycluboshc.com.au,393842204,Meeting NQS,Christ the King Primary School 28 Riley Ct BRAYBROOK 3019 VIC,"(-37.7876457, 144.8620002)"
Next Steps Early Learning Centre,Private not for profit other organisations,3216,WAURN PONDS,centreadmin@nextstepselc.com.au,352448650,Working Towards NQS,125 Pigdons Rd WAURN PONDS 3216 VIC,"(-38.1908346, 144.3055872)"
Green Leaves Early Learning Cairnlea,Private for profit,3023,CAIRNLEA,cairnlea@greenleaveselc.com.au,383725002,Meeting NQS,69-71 Furlong Road CAIRNLEA 3023 VIC,"(-37.7570368, 144.7869568)"
Almost French - Teaching & Exchange Port Melbourne,Private for profit,3207,PORT MELBOURNE,fannyphillips@hotmail.com,414456062,Exceeding NQS,85 Liardet St PORT MELBOURNE 3207 VIC,"(-37.8401082, 144.9442348)"
Coburg Children's Centre Inc.,Private not for profit community managed,3058,COBURG,office@coburgchildrenscentre.org.au,393547633,Exceeding NQS,1 Wardens Walk COBURG 3058 VIC,"(-37.7401717, 144.9684545)"
Busy Bees at Cranbourne,Private for profit,3977,CRANBOURNE,compliance@busybees.edu.au,359956441,Meeting NQS,1280 Thompsons Road CRANBOURNE 3977 VIC,"(-38.08422789999999, 145.2800119)"
Brady Bunch  Early Learning Centre Ballarat,Private for profit,3356,SEBASTOPOL,glenn@bradybunchelc.com.au,424976245,Working Towards NQS,8 Baudinette Dr SEBASTOPOL 3356 VIC,"(-37.5934862, 143.8306105)"
Guardian Childcare & Education Laurimar,Private for profit,3754,DOREEN,laurimar@guardian.edu.au,387518200,Working Towards NQS,59 Painted Hills Rd DOREEN 3754 VIC,"(-37.58637119999999, 145.1288754)"
Childs Play Torquay,Private for profit,3228,TORQUAY,torquay@childsplayelc.com.au,352960105,Meeting NQS,1 Pintail Drive TORQUAY 3228 VIC,"(-38.3031789, 144.3410539)"
Platypus Junction Langwarrin Pty Ltd,Private for profit,3910,LANGWARRIN,langwarrin@platypusjunction.com.au,390020899,Meeting NQS,55A Union Rd LANGWARRIN 3910 VIC,"(-38.1552474, 145.1944775)"
Carrum PS TheirCare,Private for profit,3197,CARRUM,soniaz@theircare.com.au,405614862,Meeting NQS,29 Walkers Rd CARRUM 3197 VIC,"(-38.0774492, 145.1265261)"
Play & Grow Early Learning Pty Ltd,Private for profit,3337,MELTON,info@playandgrow.com.au,390216866,Working Towards NQS,13 Yuille St MELTON 3337 VIC,"(-37.6792792, 144.5912205)"
Bridgewood Integrated Child and Family Centre,Private not for profit community managed,3809,OFFICER,bridgewood@ecms.org.au,387669400,Meeting NQS,115 Bridge Road OFFICER 3809 VIC,"(-38.0722776, 145.4203603)"
Eastwood Early Learning Centre and Kindergarten,Private for profit,3875,EASTWOOD,admin@eastwoodearlylearningcentreandkindergarten.com.au,351532554,Meeting NQS,1 Timbarra Dr EASTWOOD 3875 VIC,"(-37.8082353, 147.6415179)"
Starfish Early Learning Centre (Reservoir),Private for profit,3073,RESERVOIR,reservoir@starfishelc.com.au,,Meeting NQS,17 Rosenthal Cres RESERVOIR 3073 VIC,"(-37.7014663, 145.0039147)"
Green Leaves Early Learning Wendouree,Private for profit,3355,WENDOUREE,wendouree@greenleaveselc.com.au,1300 859 386 service,Working Towards NQS,1212 - 1216 Norman St WENDOUREE 3355 VIC,"(-37.5318454, 143.821525)"
Kool Kidz West Cranbourne,Private for profit,3977,CRANBOURNE WEST,ADDY6500@HOTMAIL.COM,387688468,Meeting NQS,1-5 Whitfield Bvd CRANBOURNE WEST 3977 VIC,"(-38.0793093, 145.2443835)"
Elements Child Care and Early Learning Centre Torquay,Private for profit,3228,TORQUAY,torquay@elementschildcare.com.au,342412326,Exceeding NQS,15-17 Falcon Dr TORQUAY 3228 VIC,"(-38.306712, 144.3311557)"
LILI'S EARLY LEARNING,Private for profit,3029,HOPPERS CROSSING,leila@lilisearlylearning.com.au,385807112,Meeting NQS,645 Sayers Rd HOPPERS CROSSING 3029 VIC,"(-37.8488323, 144.6843271)"
Mansfield Community Cubby House OSHC,Private not for profit community managed,3722,MANSFIELD,cubby@mace.vic.edu.au,357751111,Working Towards NQS,64 Ailsa St MANSFIELD 3722 VIC,"(-37.0545608, 146.0887187)"
Youth Leadership Victoria Carwatha College,Private not for profit community managed,3174,NOBLE PARK NORTH,rita@ylv.com.au,,Meeting NQS,Carwatha College 43-81 Browns Rd NOBLE PARK NORTH 3174 VIC,"(-37.9424528, 145.1904467)"
Canterbury Rd Childcare Centre and Kindergarten,Private for profit,3127,SURREY HILLS,trabren@outlook.com,398999404,Meeting NQS,764 Canterbury Rd SURREY HILLS 3127 VIC,"(-37.827847, 145.110801)"
Cardinia Lakes Early Learning Centre,Private for profit,3810,PAKENHAM,tamika.hicks@gmail.com,417369732,Meeting NQS,3 Atlantic Dr PAKENHAM 3810 VIC,"(-38.0643955, 145.5074284)"
Kool Kidz Merrifield,Private for profit,3064,MICKLEHAM,merrifield@koolkidzchildcare.com.au,387239900,Meeting NQS,35 - 45 Errol Boulevard MICKLEHAM 3064 VIC,"(-37.5331607, 144.8986973)"
St John's College (Preston) OSHC - Extend,Private for profit,3072,WEST PRESTON,enquiries@extend.com.au,1300366437,Meeting NQS,21 Railway Place WEST PRESTON 3072 VIC,"(-37.7477619, 144.9989811)"
In 2 Learn South Street,Private for profit,3825,MOE,gipps@in2learninggippsland.com.au,490830599,Working Towards NQS,Moe South Street Primary Schoo 2a South St MOE 3825 VIC,"(-38.1831025, 146.2593633)"
The Loop,Private for profit,3620,KYABRAM,claire@theloopky.com.au,,Exceeding NQS,65 Church St KYABRAM 3620 VIC,"(-36.30839539999999, 145.0447191)"
EXPLORERS EARLY LEARNING - BRIGHTON EAST,Private for profit,3187,BRIGHTON EAST,brightoneast@eel.com.au,392483000,Meeting NQS,761 Nepean Hwy BRIGHTON EAST 3187 VIC,"(-37.9193868, 145.02218)"
Happy Hippo Childcare Lovely Banks,Private for profit,3213,LOVELY BANKS,lovelybanks@happyhippo.net.au,385605400,Working Towards NQS,405 Anakie Rd LOVELY BANKS 3213 VIC,"(-38.0813068, 144.3367617)"
Kindoo,Private for profit,3156,FERNTREE GULLY,info@kindoo.com.au,434869035,Working Towards NQS,8 Commercial Road FERNTREE GULLY 3156 VIC,"(-37.879435, 145.2824517)"
United Children - Ballarat South West,Private for profit,3356,DELACOMBE,director@unitedchildrenballarat.com.au,353398738,Meeting NQS,199 Smythes Rd DELACOMBE 3356 VIC,"(-37.5899416, 143.8138574)"
Le Page Primary School OSHC,State/Territory and Local Government managed,3192,CHELTENHAM,sarah.atkins@kingston.vic.gov.au,395814847,Meeting NQS,Le Page Primary School 77-79 Argus St CHELTENHAM 3192 VIC,"(-37.9591998, 145.0683929)"
Parkmore CommunityOSH,Private for profit,3131,FOREST HILL,admin@commosh.net.au,399773000,Meeting NQS,Parkmore Primary School 38-54 Jolimont Rd FOREST HILL 3131 VIC,"(-37.8439445, 145.1769468)"
Westall Kindergarten,Private not for profit community managed,3169,CLAYTON SOUTH,westall@try.org.au,395813057,Meeting NQS,35 Fairbank Rd CLAYTON SOUTH 3169 VIC,"(-37.9418246, 145.1358374)"
Schools OUT OSHC (Gisborne),Private for profit,3437,GISBORNE,schoolsout@mrshp.net,,Exceeding NQS,35 Fisher St GISBORNE 3437 VIC,"(-37.4900327, 144.5881838)"
Village Early Education Eureka,Private for profit,3350,EUREKA,emily@villageeducation.com.au,03 5332 1343,Working Towards NQS,528 Eureka St EUREKA 3350 VIC,"(-37.5659677, 143.8856614)"
Trikki Kidz Cobram,Private for profit,3644,COBRAM,trudybrooks@bigpond.com,03 5872 2349,Meeting NQS,29 William Street COBRAM 3644 VIC,"(-35.9259203, 145.6505438)"
Early Learning Centre Oakleigh South,Private for profit,3167,OAKLEIGH SOUTH,admin@elcoakleighsouth.com.au,395797007,Working Towards NQS,1066 Centre Rd OAKLEIGH SOUTH 3167 VIC,"(-37.9254851, 145.0921994)"
Gumnuts OSHC Maffra,Private not for profit community managed,3860,MAFFRA,gumnutselc@netspace.net.au,351446952,Meeting NQS,Maffra Primary School 22-28 Church St MAFFRA 3860 VIC,"(-37.9637557, 146.9765607)"
Alfred Street Early Learning Centre,Private not for profit community managed,3174,NOBLE PARK,alfredstreet@ecms.org.au,427489855,Meeting NQS,33 Alfred Street NOBLE PARK 3174 VIC,"(-37.9719571, 145.1704823)"
Woodland Early Learning Centre,Private not for profit community managed,3930,MOUNT ELIZA,woodland@ecms.org.au,397088444,Working Towards NQS,St Thomas More College 313 Canadian Bay Rd MOUNT ELIZA 3930 VIC,"(-38.1971952, 145.1006312)"
Yarrawonga College P-12 OSHC,State/Territory government schools,3730,YARRAWONGA,oshc@yarrawongaps.vic.edu.au,357443104,Meeting NQS,Gilmore Street YARRAWONGA 3730 VIC,"(-36.021909, 146.0090451)"
Community Early-years Childcare - Chiltern LDC,Private not for profit other organisations,3683,CHILTERN,reception@awcc.edu.au,,Meeting NQS,50-52 Main St CHILTERN 3683 VIC,"(-36.1493376, 146.6100599)"
Camp Australia - Thomastown Primary School OSHC,Private for profit,3074,THOMASTOWN,opsadmin@campaustralia.com.au,418744192,Meeting NQS,6 Spring St THOMASTOWN 3074 VIC,"(-37.6825833, 145.012066)"
Bass Valley Childcare Centre,Private not for profit community managed,3984,CORINELLA,bassvalleycc@bestchance.org.au,356033408,Meeting NQS,60 Corinella Road CORINELLA 3984 VIC,"(-38.4314435, 145.4902021)"
